,P03_210705_17,P03_210705_21,P03_210706_09,P03_210706_13,P03_210706_17,P03_210706_21,P03_210707_09,P03_210707_13,P05_210705_17,P05_210705_21,P05_210706_09,P05_210706_13,P05_210706_17,P05_210706_21,P05_210707_09,P05_210707_13,P07_210705_17,P07_210705_21,P07_210706_09,P07_210706_13,P07_210706_17,P07_210706_21,P07_210707_09,P07_210707_13,P08_210705_17,P08_210705_21,P08_210706_09,P08_210706_13,P08_210706_17,P08_210706_21,P08_210707_09,P08_210707_13,P09_210705_17,P09_210705_21,P09_210706_09,P09_210706_13,P09_210706_17,P09_210706_21,P09_210707_09,P09_210707_13,P11_210705_17,P11_210705_21,P11_210706_09,P11_210706_13,P11_210706_17,P11_210706_21,P11_210707_09,P11_210707_13,P06_day1_09,P06_day1_13,P06_day1_17,P06_day1_21,P06_day2_09,P06_day2_13,P06_day2_17,P06_day2_21,P13_day1_09,P13_day1_13,P13_day1_17,P13_day1_21,P13_day2_09,P13_day2_13,P13_day2_17,P13_day2_21,P14_day1_09,P14_day1_13,P14_day1_17,P14_day1_21,P14_day2_09,P14_day2_13,P14_day2_17,P14_day2_21,P15_day1_09,P15_day1_13,P15_day1_17,P15_day1_21,P15_day2_09,P15_day2_13,P15_day2_17,P15_day2_21,P16_day1_09,P16_day1_13,P16_day1_17,P16_day1_21,P16_day2_09,P16_day2_13,P16_day2_17,P16_day2_21,P17_day1_09,P17_day1_13,P17_day1_17,P17_day1_21,P17_day2_09,P17_day2_13,P17_day2_17,P17_day2_21,P18_day1_09,P18_day1_13,P18_day1_17,P18_day1_21,P18_day2_09,P18_day2_13,P18_day2_17,P18_day2_21,P19_day1_09,P19_day1_13,P19_day1_17,P19_day1_21,P19_day2_09,P19_day2_13,P19_day2_17,P19_day2_21,P20_day1_09,P20_day1_13,P20_day1_17,P20_day1_21,P20_day2_09,P20_day2_13,P20_day2_17,P20_day2_21,P21_day1_09,P21_day1_13,P21_day1_17,P21_day1_21,P21_day2_09,P21_day2_13,P21_day2_17,P21_day2_21,P22_day1_09,P22_day1_13,P22_day1_17,P22_day1_21,P22_day2_09,P22_day2_13,P22_day2_17,P22_day2_21,P23_day1_09,P23_day1_13,P23_day1_17,P23_day1_21,P23_day2_09,P23_day2_13,P23_day2_17,P23_day2_21,P24_day1_09,P24_day1_13,P24_day1_17,P24_day1_21,P24_day2_09,P24_day2_13,P24_day2_17,P24_day2_21,P25_day1_09,P25_day1_13,P25_day1_17,P25_day1_21,P25_day2_09,P25_day2_13,P25_day2_17,P25_day2_21,P26_day1_09,P26_day1_13,P26_day1_17,P26_day1_21,P26_day2_09,P26_day2_13,P26_day2_17,P26_day2_21,P27_day1_09,P27_day1_13,P27_day1_17,P27_day1_21,P27_day2_09,P27_day2_13,P27_day2_17,P27_day2_21
Streptococcus.equi,0.002351945,0.000612209,0.000190303,4.26E-05,3.92E-05,8.16E-05,6.29E-05,3.31E-05,0.000236323,5.53E-05,0,6.14E-05,5.18E-05,0,5.47E-05,1.53E-06,0.000261005,0.001289836,0.000161158,5.32E-05,0.00056663,0.000159094,4.43E-05,1.61E-05,0.0005044,0.001322636,0.001141097,0.000719113,2.33E-05,0.00154327,0.000662965,0.00047305,2.07E-05,0.000406168,0,3.37E-06,6.77E-05,0.000117409,0,0.000175705,0.000146249,0.002162851,0.002419368,0.000126158,0.002765313,0.001703443,0.000103775,9.71E-05,0.002700074,0.000569711,0.001770654,0.002201125,0.002644989,0.000218928,0.001328369,8.95E-05,0.000422425,0.000311291,5.79E-05,0.002991911,0.000378854,0.000380767,0.000306079,0.00243804,0.000542318,0.000314204,0.000677928,0.004145053,0.000727213,0.00056915,5.12E-05,0.001884388,0.000233962,0.000344771,0,0,0,0.000365827,0.000513465,0.000205603,0.001949893,2.99E-05,0,1.10E-05,0,0.000654486,3.92E-05,0.000150538,0.003302941,0.001786487,0,0.003216367,0.003188171,0.006818843,0.000207974,0.003034902,0,0,0,0,0.000900172,0,0,0.000445972,0.000118383,3.34E-05,1.42E-05,3.08E-05,0.000478748,0.000280993,3.15E-05,1.44E-05,0.001037074,0.000257307,0.00015229,0.000437339,0,0,0,0,0.00585827,0.000370749,0.001802315,0.000234606,0.006132703,0.000467253,0.003887754,0.001528818,0.000189558,0.000260394,0.00022551,0.000849352,0.000489214,0.000236713,0.000406672,0.000186651,0.015983644,0.016539717,0.005944995,0.025536219,0.020703806,0.004113552,0.020366675,0.023366641,0.001160278,0.000135955,3.15E-05,2.57E-05,0.003497423,1.62E-05,1.93E-05,0.000155959,0.000841214,7.15E-05,0,0,0,0,0,8.62E-05,0.002071636,0.00044349,5.45E-05,0.00055475,0.001628251,0.000718868,0.00034455,0.002879858,0.002573186,0,0,0,0,0,0,0
Streptococcus.infantis,0.006848978,0,0.000208455,9.49E-05,3.59E-05,0.000379981,0.000109122,0,0.001053992,0,3.29E-05,0.000222102,1.22E-05,2.09E-05,0.000133431,6.13E-07,3.10E-05,0,0.000170297,8.88E-05,0.004275192,0.000441385,0.000137799,7.91E-05,5.88E-05,0.003637245,0.009545439,0.002309144,8.61E-05,0.009221255,0.002235955,0.001201013,4.70E-05,0.001164495,0.000117281,1.09E-05,0.000533305,0.000360817,0.000233644,0.000559556,0.000349401,0.001561336,0.001371557,0.000114112,0.002626799,0,5.37E-05,5.24E-05,0.005649615,0,0,0,0.006626929,0,0,0,0.000534966,0.000928659,0.000170544,0.027128335,0.000449668,0.001408313,0.000368248,0.019041899,0.001337076,0.001001682,0.001624127,0.019988217,0.001747229,0.002202253,4.58E-05,0.007157621,0.000577065,0.000595242,0.002158959,0.005687643,0.003409994,4.09E-05,0.001186225,0.000653682,0.019142182,0.000477746,0.000923198,7.77E-05,0.004592461,0.008675687,0.000433599,0.001092309,0.018031718,0.002258643,0.015444425,0.00628905,0.00794241,0.0074053,0.001718493,0.009803367,0.006795848,0.000184195,0.00022725,0.000787309,0.009526454,0.00032907,0.000890622,0.000218862,0.000396079,0,0,0,0.00140421,0,8.36E-05,0,0.010379222,0.001405319,0.002313624,0.003944075,0.019282465,0.001523052,0.003579448,0.007836867,0.002348802,6.95E-05,0,0.000101233,0.00394053,7.24E-05,0,0,0.001241604,0.000847272,0.000813044,0.001613975,0.000514646,0.000424155,0.000570013,0.000521549,0.030217051,0,0.005278864,0.008672688,0.005635641,0.001280204,0.003703465,0.0060759,0,0.000338378,0,0,0,0,0.000132983,0,0.001896186,0,0.000331195,0,0.004936662,0,0,0,0.028124246,0.004938589,0.001123297,0.005240431,0.035969658,0.00885344,0.004309989,0.048157482,0.025534685,0,0.016506142,8.11E-05,0.010411503,0.004672358,0.002903163,0.002126247
Porphyromonas.gingivalis,0.003767479,0.000375328,0.000410407,0.000102163,2.76E-05,0.000185704,0.00033466,2.14E-05,0,0,1.28E-05,0,0,0,4.76E-05,0,0.000723091,0.024555585,0.028477893,0.000775045,0.001476415,0.000278156,0.002564837,0.000470403,0,0,0.001278405,0.001972038,0,0.001151607,0.001210508,0.000668241,0,0,3.84E-05,2.19E-06,6.80E-05,4.85E-05,0.000113345,0.000115868,0.000277986,0.00228769,0.005967146,0.000877567,0.004157141,0.002227523,0.00026991,0.00100109,0.008401065,0.003512712,0.022335067,0.014626634,0.013038875,0.002657422,0.013028102,0.000305708,8.42E-05,0,0,0.003907873,0,0,0.000101255,0.001220026,0.00031087,0.000129136,0.000862817,0.003400057,0.000705426,0,3.04E-05,0.001276621,0.000202609,0.000391588,0.00026956,0.000776723,0.000478038,0.000406774,0.000340616,0,0.001494752,4.09E-05,0.00020365,2.36E-05,0.000492735,0.054791429,5.71E-05,0.00014962,0.020547331,0.032286482,0.048506364,0.024531735,0.008395389,0.013250022,0.000576529,0.007897075,0.000543618,0.000508157,0,0,0.000523589,0,0,0,0.000428202,0.000384491,0.000102382,0.00014989,0.001772298,0.001567704,0.000151971,9.32E-05,0.003976498,0.007152034,0.000623685,0.002167406,0.0040655,0.000851273,0.000390406,0.001254951,0.010249701,0.001021652,0.0012942,0.000194045,0.010795042,0.000534808,0.004186077,0.002050618,0.000558248,0.00040771,0.000476531,0.001455447,0.001654148,0.000555286,0.000691231,0.000233174,0.013394428,0.007700273,0.002725835,0.008681432,0.009795924,0.001192266,0.008506923,0.008984523,0.000604649,0,0,0,0.002025266,0,0,0,0.004858666,0.002617714,0.004860744,0.020850133,0.003654116,0.005841472,0.009278081,0.003822662,0.002475234,0.000278977,0,0.000250392,0.005355006,0.000713367,0,0.003161296,0.010462511,0,0.001726316,0,0.004481015,0.001319255,0.000374904,0
Treponema.medium,0.002071568,0.00286188,0.000645183,0.000143861,9.94E-05,0.000245258,0.000481141,0.000477048,0,0,0,0,0,0,0,0,0.000513769,0.030240867,0.00624635,0.000239916,0.002755801,0.00015215,0.000492579,0.000315013,0.000212169,0.001432857,0.011088992,0.015834033,3.61E-05,0.00496859,0.010731448,0.00723885,1.10E-05,0.000183717,6.18E-05,2.53E-06,0.000231748,0.000123272,0.000246717,0.000364038,0.000152778,0.001481079,0.003893017,0.000320977,0.00331771,0.000656,0.000522754,0.001222108,0.083327933,0.046595893,0.437292302,0.19048001,0.146134511,0.029515608,0.124740547,0.002215817,0.000280373,0,0,0,0.00020713,0,0.001000467,0,0.000323916,0.000207138,0.002947353,0.004739471,0.001968915,0.000935519,0.00012084,0,0.000671715,0.001376076,0.000480646,0.003459602,0.000722543,0.00166481,0.001313321,0.000424432,0,5.11E-05,0,2.13E-05,0.000626185,0.14135209,4.39E-05,0.000721494,0.196543765,0.09512267,0.114863074,0.38456368,0.15217408,0.283528666,0.006817925,0.047777609,0.001241487,0.000890775,0,0,0.001786637,0,0,0,0.000454619,7.10E-05,2.16E-05,0.000334873,0.002639519,0.0004445,4.21E-05,0.000105498,0.0017812,0.001332322,0.000226307,0.000743061,0.003796327,0.00023974,0,0,0.096177137,0.007141316,0.046925851,0.004433176,0.241490322,0.044150463,0.060667163,0.076267348,0.01099885,0.00508549,0.00676082,0.017983311,0.058659524,0.018379943,0.012717752,0.004069197,0.218621516,0.1836457,0.06486815,0.651571928,0.439195301,0.03805436,0.757746366,0.517664453,0.001069917,0,0,0,0.006637286,2.57E-05,0.00011891,0,0.003196361,0.002011858,0.002126683,0.002807117,0.002537744,0.002442025,0.005294632,0.00115193,0.010465487,0.009294181,0.000223994,0.002444826,0.009067931,0.010566934,0.000919347,0.017858529,0.006281921,0,0,0,0,0,0,0
Campylobacter.blaseri,8.17E-06,4.61E-07,1.97E-06,7.57E-07,5.01E-08,1.53E-07,4.93E-07,4.68E-08,0,0,0,0,0,0,1.45E-07,0,2.35E-07,2.63E-06,2.80E-06,3.17E-07,5.28E-06,1.47E-07,3.58E-07,7.74E-08,4.44E-07,0,2.05E-05,1.43E-06,7.59E-08,4.58E-05,1.14E-05,7.28E-07,1.08E-07,0,3.20E-07,2.77E-08,7.11E-07,1.91E-06,2.92E-06,7.62E-06,9.32E-07,1.62E-05,1.48E-05,2.17E-06,1.50E-05,1.44E-06,1.65E-06,1.09E-06,1.01E-05,0,0,0,0,6.23E-07,0,0,0,6.52E-07,6.95E-08,1.46E-05,4.42E-07,9.49E-07,3.97E-07,1.05E-05,2.27E-06,1.42E-06,0,1.58E-05,6.41E-07,6.75E-07,4.11E-07,0,2.95E-07,1.00E-06,0,0,2.33E-06,5.39E-07,0,4.01E-07,1.97E-05,7.52E-07,7.81E-07,8.97E-08,3.85E-06,2.06E-05,2.05E-07,8.39E-07,0.000163262,3.86E-05,7.77E-05,7.75E-05,6.05E-05,1.98E-05,5.01E-06,4.11E-05,0,0,0,0,0,0,0,8.41E-07,3.26E-07,4.52E-08,3.91E-08,3.40E-07,3.49E-06,5.14E-07,5.24E-08,1.88E-08,1.06E-05,5.41E-07,3.41E-07,8.35E-07,2.76E-05,7.57E-07,0,0,2.74E-05,2.31E-06,8.96E-06,1.94E-06,0.000123042,6.17E-06,9.55E-06,1.22E-05,2.60E-06,3.72E-06,1.75E-06,1.09E-05,1.41E-06,2.87E-06,3.14E-06,1.11E-06,6.52E-05,4.69E-05,2.23E-05,2.63E-05,4.88E-05,1.71E-05,4.32E-05,4.03E-05,1.92E-06,0,0,0,3.07E-05,4.22E-08,4.12E-07,0,3.27E-05,4.41E-07,1.64E-05,9.64E-06,3.52E-05,8.09E-06,2.30E-05,4.51E-07,7.66E-06,4.59E-05,1.94E-06,1.12E-05,5.85E-05,3.14E-05,1.22E-05,7.26E-05,1.65E-05,5.64E-07,6.56E-06,2.30E-06,2.29E-05,1.00E-05,1.65E-05,1.68E-05
Streptococcus.agalactiae,0.086899815,0.157923157,0.015191689,0.002754659,0.014060074,0.00396546,0.006326896,0.001813834,0.010026553,0.002537875,0,0,0.00105469,0.002280051,0,4.41E-05,0.005797211,0.053469793,0,0,0,0.004399966,0,0.000428525,0.028707672,0.064313078,0.058669412,0.016132654,0.000894182,0.128224008,0.026853421,0.021832357,0.000688487,0.018411039,0.001040645,0.000266306,0.011827118,0.004834343,0.00339465,0.013893522,0,0.014293607,0,0.001548109,0.042716308,0.023491624,0,0.000943262,1.938812331,0.476599418,1.305096481,0.905268861,1.269698617,0.14032161,0.74164363,0.072827808,0.005625409,0,0.001418959,0.074930415,0.007163262,0.01313738,0.006358734,0.054892573,0.060576314,0.024471269,0.046294852,0.164795842,0.094541892,0.040647746,0.002108295,0.105467756,0.008427052,0.005718996,0.032806744,0.096536526,0.059291495,0.005798816,0.012345204,0.010435666,0,0.001323173,0.006075652,0.000692018,0.009762353,0.072736914,0.001265004,0.007796888,0.110974744,0,0,0.167837135,0,0.08092157,0.016611164,0.106379713,0,0,0,0,0,0,0,0,0.006416184,0.001284609,0.00062235,0.007504779,0.014953005,0.016100192,0.000872357,0.001172556,0.085266272,0.017895494,0.02046311,0.054006429,0.160641094,0.025428762,0.030362232,0.112568554,4.247426728,0.300444093,3.675842499,0.54659585,1.32206938,0.306726629,3.730405423,1.934768915,0,0,0.007313884,0.026104429,0.003795743,0.007790157,0.00893738,0.006870244,0.1642699,0.10622841,0.063246032,0.233505201,0.224086109,0.044968144,0.207154165,0.283273785,0.037249036,0.010634721,0.001716737,0.000978802,0.102978537,0.000492591,0.001145768,0.008030411,0,0,0,0.01696594,0,0,0,0.004224597,0.073907234,0.016970558,0.003165995,0.02324236,0.114681898,0.023081484,0.009193792,0.174182628,0,0,0.040976544,0,0.111792185,0.020928163,0.013002555,0
Lachnospiraceae.bacterium.oral.taxon.500,0.002188624,0.000650846,0.000181982,3.54E-05,5.96E-05,5.87E-05,9.84E-05,2.78E-05,0.000150402,0,0,0.000249939,0,0,5.96E-05,1.03E-06,0.00010054,0.001706634,0.00102253,0.000190907,0.000637376,0.00014122,0.000140715,6.93E-05,0.000402319,0,0.001246844,0.003776592,3.43E-05,0.003636955,0.000454996,0.000607425,1.06E-05,0,0,1.24E-06,0,0,0,9.06E-05,6.97E-05,0.000749864,0.001507231,0.000137642,0.001270002,0.000306972,0.000147794,0.000166591,0.010398918,0.002701479,0.011686508,0.006719405,0.00806591,0.001450411,0.006893109,0.000281596,0.000170677,0,0.000137142,0.002494756,0.000417138,0.000169282,0.000570447,0.001886281,0.000291581,0.000131736,0.001180632,0.002449949,0.000536917,0,6.70E-05,0,0.000222131,0.000687537,0.000411288,0.001903547,0,0.000827017,0.000894751,0.000248487,0,3.47E-05,0,9.26E-06,0.00022732,0.004677432,4.99E-05,0.00016449,0.007930887,0.005434005,0.007372962,0.009643589,0.009025262,0.021324615,0.000478314,0.00624369,0,0,0,0,0,0,0,0.00039923,8.46E-05,6.55E-05,3.49E-05,6.56E-05,0.000633669,0.000269425,7.37E-05,4.15E-05,0.001249589,0.000965177,0.000141649,0.000648716,0.002195735,0.000226585,0,0.001061032,0.016788841,0.002142897,0.012154397,0.001062055,0.022445563,0.003524639,0.01727892,0.006924401,0.00033765,0.000362585,0.000457057,0.001741751,0.000951231,0.000477076,0.000835079,0.000334715,0.036465852,0.048115876,0.020967734,0.114698311,0.07248232,0.014880512,0.063122315,0.103388044,0.000403692,0,0,0,0.001575513,1.24E-05,1.25E-05,0.000128336,0.00052571,0.00019792,0,0,0.000807363,0,0,0.000163423,0.002291319,0.000613835,5.91E-05,0.000616388,0.001802197,0.001603504,0.000399401,0.003169829,0.002871414,1.94E-05,0,0,0.003154998,0,0,0
Filifactor.alocis,0,0.008931072,0.000651235,0.000173985,5.08E-05,0.00024786,0.000540976,0.000113838,0,0,0,0,0,0,0,0,0.001898262,0.058195255,0.047479382,0.001339544,0.001237731,0.000285837,0.004168609,0.000818323,0,0,0,0.006661598,0,0,0.00174851,0.001324099,8.87E-05,0.001045983,5.34E-05,8.45E-06,0.000230184,0.000367226,0.000179683,0.001040076,0.000778922,0.008319834,0.018716847,0.001465716,0.011508499,0.000954704,0.00197996,0.001861577,0.093767323,0.024036319,0.119949218,0.050165782,0.084760882,0.016994271,0.061860968,0.002478093,0,0,0,0,0.000675609,0,0.000821705,0,0.001440321,0.001049007,0.006473544,0.008337667,0.003111308,0.001024745,0.000423978,0.001753689,0.002431899,0.004006507,0.000723329,0.008214631,0.001943906,0.007182925,0.006132778,0.000547073,0,0.000113012,0,1.80E-05,0.000405402,0.022823243,0.000200922,0.00050225,0.119356891,0.113357503,0.110827343,0.16182441,0.15090572,0.528105773,0.003193388,0.081705302,0.000343159,0.000809978,0,0,0.002312763,0,0,0.000302997,0.000292208,0.000187468,6.39E-05,0.000229253,0.001836364,0.000590009,9.78E-05,0.000192721,0.001630416,0.001878983,0.000366312,0.002016285,0.002506059,0.000465399,0,0,0.070203332,0.004783544,0.018737465,0.002108857,0.145452381,0.009848238,0.031913509,0.018031364,0.00493158,0.003741586,0.003628607,0.015547997,0.019615577,0.008538619,0.009260029,0.001105317,0.216220349,0.307087986,0.124956332,0.805963062,0.673787923,0.065418282,0.709865444,0.842480848,0.003453914,0,0,0,0.017235724,0,3.85E-05,0,0.003335936,0.001637569,0.003320057,0.003768967,0.003882864,0.003479226,0.005120195,0.001773867,0.005113955,0.001350048,0,0.002083957,0.004458442,0.003899159,0.001056312,0.00651885,0.010952097,1.81E-05,0.000888675,0,0.001367443,0.00037604,0,0.000155887
Treponema.sp..OMZ.838,0.001028943,0.001464057,0.000331593,9.35E-05,4.90E-05,8.96E-05,0.000227115,0.000222112,0,0,0,0,0,0,0,0,0.000208851,0.011573048,0.00265966,0.000137471,0.001502202,6.19E-05,0.000245164,0.00013418,8.43E-05,0,0.003789445,0.005378026,1.56E-05,0.002110578,0.004093214,0.002788768,5.27E-06,8.14E-05,2.44E-05,1.13E-06,5.40E-05,5.00E-05,0.000102219,0.000154586,7.01E-05,0.000458194,0.001290957,0.00010006,0.001139838,0.000182317,0.000157257,0.000308509,0.028834766,0.011751034,0.093783356,0.041803392,0.033994757,0.007454263,0.028791405,0.000607749,0.000107918,0,0,0,7.14E-05,0,0.000482854,0.002548383,0.000189006,0.000143437,0.001324435,0.002669712,0.000920066,0.000204173,5.59E-05,0,0.000291342,0.000492579,0.000209812,0.001149914,0,0.0005447,0.000521092,0.000123902,0,2.84E-05,0,1.22E-05,0.000341391,0.026512778,4.41E-05,0.000123368,0.053999134,0.025110173,0.024680031,0.091042114,0.038775854,0.072283703,0.001985947,0.012895173,0.000318809,0.000282401,0,0,0.000542616,0,0,0,0.000102892,2.33E-05,7.96E-06,5.29E-05,0.00053466,9.92E-05,1.20E-05,3.87E-05,0.00070385,0.000550989,9.06E-05,0,0.001580303,0.000105775,0,0,0.040226506,0.003011396,0.021263091,0.001840505,0.103181155,0.01891933,0.025147519,0.030724066,0.002436764,0.001147746,0.001507295,0.004105317,0.013143457,0.003852845,0.002842225,0.000906113,0.083823725,0.066411231,0.023540276,0.233741725,0.172280462,0.015018696,0.247993222,0.174953752,0.00042311,0,0,0,0.002933152,1.14E-05,8.22E-05,0,0.001171913,0.00084292,0.000676343,0.001013062,0.001247369,0.000903893,0.002018559,0.000474165,0.002937592,0.007066947,6.35E-05,0.000614147,0.002586381,0.002695551,0.000351447,0.014543669,0.003432494,0,0,0,0,0,0,0
Prevotella.denticola,0.003021606,0.000226301,0.000385446,9.85E-05,4.48E-05,9.05E-05,0.000278078,3.01E-05,0.000741674,0.000394269,0.000148494,0.000109355,4.00E-05,0.001109027,0.000583045,1.19E-06,7.78E-05,0.005012091,0.000731178,5.86E-05,0.000725975,0,7.27E-05,2.07E-05,0,0.000275126,0.002179604,0.000310861,0,0,0.001337377,0.000159549,2.80E-05,0.000274154,0.000189761,0,6.42E-05,9.91E-05,0.000365207,0,0.000122928,0.000778235,0.003037309,8.99E-05,0.002404837,0,0.000105582,5.66E-05,0.013974813,0,0.001724944,0,0.012101611,0.000311583,0.001832699,7.95E-05,0,0,0,0.008086545,0,0,7.75E-05,0.004608107,0.000297821,0.000158604,0.000595755,0.013465493,0.000344202,0.000519807,1.54E-05,0.005279307,0.000327428,0.000147815,0.000754847,0,0.002939166,0.000146007,0,0,0.007815316,5.15E-05,0,7.51E-06,0.001212594,0.00385967,4.50E-05,0,0.010667315,0.000974694,0.006752098,0.001249913,0.005694719,0.001805769,0.000292557,0.001115736,0.001004803,0,0,0,0.001786637,0,9.46E-05,0,0.000209861,8.20E-05,4.78E-05,0.000199683,0.00555161,0.000171733,8.27E-05,0.001491038,0.003604852,0,0,0,0.004671178,0,0,0,0.012904654,0.000199602,0.000916099,0.000220327,0.020996589,0.000306677,0.001780397,0.001035475,0.000355421,0.000116547,0.000141772,0.000396307,0.000747068,0.000156158,0.000118249,0,0.00922857,0.008154497,0.001151095,0.006027077,0.008043943,0.00048537,0.007719166,0.008168259,0.004231599,0.00010544,4.43E-05,3.00E-05,0.015528904,1.79E-05,0,8.78E-05,0.00276758,6.14E-05,0.000628609,0.000623813,0.003030431,0.000760482,0.002194911,0.000122942,0.012151402,0.000206507,8.37E-05,0.000250392,0.034878188,0.003488266,0.000802745,0.003161296,0.005203765,0,0,0,0.002066762,0.000828281,0,0
Treponema.denticola,0.003704876,0.005392127,0.00189758,0.000553214,0.00210158,0.00016519,0.001217295,0.001473894,0,0,0,0,0,0,0,0,0.001334811,0.035421256,0.020993576,0.000964722,0.001938581,0.000231181,0.001203212,0.000510792,0.000101674,0,0.001511991,0.002588524,1.50E-05,0.002686187,0.000865192,0.000873266,7.14E-05,0.000461297,4.44E-05,8.68E-06,0.000305822,0.000220362,0.000208193,0.000742881,0.000933981,0.002051789,0.005733404,0.003898378,0.011987465,0.007063231,0.00069915,0.0057623,0.369945702,0.149807292,0.884187707,0.494535336,0.374890757,0.105489912,0.393671932,0.014446804,0,0,0,0,0,0,6.87E-05,0,0.001161221,0.000967521,0.024372773,0.022516467,0.007708437,0.001565506,0.000641193,0.001489391,0.000911001,0.001780039,0.000537374,0.002687961,0.000547785,0.001413741,0.001813228,0.000245281,0,2.86E-05,0,4.60E-05,0,0.070456513,3.22E-05,0.000289716,0.205895676,0.096911914,0.124797181,0.484113723,0.158554751,0.39878964,0.00568373,0.201078189,0.002440237,0.005794056,0.00037846,0.0002287,0.013413487,6.76E-05,0,0.000789277,0.000541205,5.58E-05,1.61E-05,0.000153884,0.000988365,0.00022752,5.09E-05,5.80E-05,0.001618515,0.002318584,0.000468784,0.001734923,0.003380676,0.000683519,0.000230156,0.001377923,0.113043672,0.022801912,0.06457984,0.007279923,0.217387264,0.031983653,0.119363003,0.096616331,0.000114936,6.66E-05,8.14E-05,0.000268646,0.000613549,0.000195002,0.000162893,0,1.036340315,1.531582564,0.296683855,1.533197529,1.482278088,0.118655788,1.417694237,2.442282169,0,0,0,0,0,0,9.18E-06,0,0.002939845,0.001226995,0.002778512,0.009384801,0.002250343,0.008481439,0.015312663,0.005297073,0.002886495,0.00072887,0,0.001532007,0.004219679,0.00464631,0.00050155,0,0,0,0,0,0,0,0,0
Fretibacterium.fastidiosum,0.00063433,0.000383607,0.000185915,4.89E-05,6.94E-05,0,0.00016038,5.20E-05,0,0,0,0,0,0,0,0,0.001418399,0.016252494,0.013846124,0.001247358,0.001100205,0.000408444,0.001716354,0.001070983,0.000365623,0,0.004026187,0.009932884,1.83E-05,0.00469653,0.004859197,0.005867775,9.16E-05,0.000467298,4.44E-05,1.69E-05,0.000274402,0.000324544,0.000140186,0.001062502,0.000351474,0.006388023,0.00734676,0.002945406,0.006788943,0.002446789,0.001054441,0.002021728,0.001563504,0.001980824,0.001546916,0.001290515,0.002398598,0.001203891,0.001031174,0.000182466,8.28E-05,0,2.56E-05,0,0,0,0.000183925,0,0.000197983,9.82E-05,0.00096674,0.001117806,0.002038755,0.000139911,4.40E-05,0,0.008868356,0.005618674,0.001248101,0.017057801,0.000485091,0.010530323,0.008052767,0.002564629,0,0,0,3.10E-06,0,0.002947236,0,0,0.009006242,0.019063188,0.018160792,0.00729487,0.016096212,0.017961582,0.000548229,0.007065642,0,0,0,0,0,0,0,0,0,6.78E-05,1.56E-05,3.44E-05,0.000212564,0.000136539,2.24E-05,2.64E-05,0.000761654,0.00277711,0.000514064,0.001023589,0.001987114,0.000447978,0.000178031,0.000646394,0.00482096,0.001259753,0.00375407,0.001393034,0.020109039,0.006108069,0.015632173,0.017842972,0.000816283,0.000438501,0.000361829,0.001806669,0.003728984,0.00108789,0.001154366,0.000161173,0.036350131,0.025195311,0.013269622,0.104369961,0.130010412,0.013963466,0.086399905,0.069749266,0.001219876,4.77E-05,3.04E-05,0,0,2.34E-05,0,0,0.000227458,0.000276978,0.000403162,0.000740927,0,0.000924093,0.002056891,0.000650979,0.000888932,0.000356359,4.35E-05,0.000220345,0,0.001211468,0.000421736,0.020661472,0.004499642,2.30E-05,0.000678651,7.83E-05,0.000846346,0,0,0
Olsenella.uli,0,0.0007065,0.000254897,2.80E-05,9.41E-05,0,0.000128442,4.06E-05,0,0,0,0,0,0,0,0,0.002611936,0.023652303,0.017294412,0.007264962,0.001449307,0.000533267,0.002815679,0.000489814,0.000930739,0.006282509,0.004015146,0.00193854,0.000323806,0.04742928,0.004315474,0.001555344,0.000438975,0.000620689,6.12E-05,1.11E-05,0.000339661,0.000149181,0.000171617,0.000406929,0.000237875,0.005808402,0.005613844,0.001236929,0.004784638,0.00228971,0.000203934,0.000886114,0.001872166,0.000319986,0.001284686,0,0.001525841,0,0.001049186,6.62E-05,0,0,3.40E-05,0.002042526,0,0,0.000296545,0,0.001464147,0.00015947,0.003509273,0.00469191,0.00128271,0.000867922,0.000254985,0.001866148,0.000214144,7.73E-05,0,0,0,0.000145468,0,0,0,6.65E-05,6.85E-05,4.90E-06,0,0.005733938,0,0,0.04863187,0.028448444,0.030345572,0.026568222,0.059768655,0.050077744,0.028292691,0.033760153,0,0,0,0,0,0,0,0,0.000248833,0.00013943,3.93E-05,0.001154,0.002973245,0.001820674,0.000496957,0.000235386,0.002511181,0.000415811,0.00020124,0.000819874,0.003147098,0.000235444,0,0,0.021532127,0.002474103,0.003562782,0.000828746,0.026279168,0.001132345,0.016080861,0.003130821,0.000468208,0.000259331,0.000305548,0.001153425,0.001368036,0.000471341,0.000698401,0.000224682,0.009850564,0.008417663,0.007461206,0.035260119,0.032002221,0.005171062,0.024180642,0.020095873,0.005641814,6.89E-05,3.92E-05,0,0.01399529,7.38E-05,0,4.48E-05,0.002326226,0.000153718,0.002989199,0.002043723,0.001865178,0.000916013,0.004447346,0.001157498,0.001487,0.000933969,3.77E-05,0.000354259,0.001793642,0.000658372,0.000391191,0,0.003014429,9.44E-05,0.001284436,0.000297006,0.002103326,0.00045628,0,0.000140233
