species,rhythmic_p,mesor,amplitude,phase_radians,peak_time_hours,people
Prevotella.histicola,0.098601567,0.140388648,0.10569207,1.415855949,5.408171352,P25
Prevotella.veroralis,0.037465333,0.128674108,0.13085772,1.530198353,5.844927162,P25
Tannerella.forsythia,0.055998481,0.004436293,0.005101931,4.407973404,16.83721815,P25
Leptotrichia.sp..oral.taxon.212,0.297689991,0.003578569,0.002217139,1.106348529,4.225940093,P25
Campylobacter.gracilis,0.457218002,0.000897075,0.000350941,1.207804358,4.613472814,P25
Schaalia.cardiffensis,0.501788968,0.00914758,0.002856406,1.003718008,3.833920379,P25
Caudovirales.sp.,0.730644684,0.00274811,0.000903759,3.451406462,13.18340158,P25
Haemophilus.haemolyticus,0.200213556,0.000185352,0.000260373,1.391289362,5.3143339,P25
Streptococcus.equi,0.203450396,0.000231853,0.000293362,1.354771371,5.17484545,P25
Streptococcus.infantis,0.046285855,0.001708212,0.002302318,1.403114127,5.359501176,P25
Porphyromonas.gingivalis,0.224764999,0.008296394,0.004876589,6.175153171,23.58734764,P25
Treponema.medium,0.600408938,0.002423288,0.000632583,3.834737634,14.6476188,P25
Campylobacter.blaseri,0.210026448,1.95E-05,1.21E-05,1.558980805,5.954868032,P25
Streptococcus.agalactiae,0.071788935,0.005297635,0.007441846,0.179506801,0.685665474,P25
Lachnospiraceae.bacterium.oral.taxon.500,0.007133939,0.000374124,0.000452659,1.380405859,5.272761982,P25
Filifactor.alocis,0.841525999,0.003190408,0.000229634,3.914590336,14.95263365,P25
Treponema.sp..OMZ.838,0.670484735,0.000976627,0.000179615,3.391814684,12.95577775,P25
Prevotella.denticola,0.16223397,0.001636192,0.001164804,1.55447389,5.937652885,P25
Treponema.denticola,0.290227523,0.004968015,0.003567381,4.801331152,18.33973407,P25
Fretibacterium.fastidiosum,0.168219571,0.000404841,0.000690018,4.473802872,17.08866819,P25
Olsenella.uli,0.57393678,0.001848156,0.000543839,4.865319325,18.58415089,P25
Actinomyces.sp..oral.taxon.848,0.562960725,0.003756515,0.001285354,2.806582976,10.72035729,P25
Treponema.sp..OMZ.806,0.645595536,0.008040513,0.001947758,4.081605982,15.59058643,P25
Leptotrichia.wadei,0.199656334,0.01033326,0.009847794,1.474393756,5.631769303,P25
Capnocytophaga.sp..FDAARGOS_737,0.858134254,0.002193217,0.000163738,2.565581116,9.799797996,P25
Dialister.pneumosintes,0.290172613,0.001627058,0.000358794,0.685072327,2.616783532,P25
Selenomonas.sp..oral.taxon.920,0.707329089,0.000570406,0.000194937,3.506789648,13.39494976,P25
Actinomyces.radicidentis,0.753080031,0.000894227,0.000183222,3.288036684,12.55937499,P25
Corynebacterium.matruchotii,0.574011619,0.001688179,0.000861309,4.182823633,15.97720937,P25
Selenomonas.sp..oral.taxon.136,0.364980535,0.004801741,0.00205783,1.743615034,6.660118835,P25
Neisseria.sp..oral.taxon.014,0.954217453,0.001085669,2.43E-05,5.772545866,22.04950101,P25
Capnocytophaga.endodontalis,0.202663532,0.00013618,0.000179804,1.484823837,5.671609278,P25
Prevotella.scopos,0.065687575,0.001190113,0.000995557,1.487466511,5.681703552,P25
Streptococcus.milleri,0.535108835,0.000336174,0.000239818,6.176713965,23.59330943,P25
Arachnia.rubra,0.601491786,0.003161092,0.00087947,2.106388702,8.045812177,P25
Selenomonas.sp..oral.taxon.478,0.346607317,0.007481889,0.003452352,1.696579338,6.480455712,P25
Capnocytophaga.leadbetteri,0.146303936,0.000494733,0.000681159,0.173835345,0.664002108,P25
Eikenella.corrodens,0.348964869,0.000501238,0.000280693,2.037417387,7.782361157,P25
Aggregatibacter.segnis,0.54048417,0.000818457,0.00042892,1.733863605,6.62287112,P25
Actinomyces.sp..ZJ750,0.709856517,0.000551438,0.000161238,3.690050155,14.09495334,P25
Actinomyces.howellii,0.7360898,0.000614084,0.00012187,3.02886724,11.56942064,P25
Prevotella.enoeca,0.51298268,0.00082661,0.00027625,1.32556597,5.063289036,P25
Kingella.denitrificans,0.200213555,0.000182012,0.000255682,1.391289403,5.314334057,P25
Staphylococcus.aureus,0.180497788,0.015737393,0.006700921,5.951997138,22.73495438,P25
Actinomyces.slackii,0.750222792,0.000579169,0.000139874,3.761005364,14.36598227,P25
Actinomyces.sp..ZJ34,0.66724936,0.000516999,0.000175443,3.910011291,14.93514299,P25
Propionibacterium.acidifaciens,0.507427784,0.00769747,0.002876936,2.142103316,8.182231954,P25
Veillonella.rodentium,0.691794249,0.001444507,0.000296904,2.588984862,9.889193719,P25
Prevotella.sp..oral.taxon.475,0.200932162,0.000118481,0.000162611,1.424202221,5.440051762,P25
Aggregatibacter.sp..oral.taxon.513,0.781839529,0.000342916,9.41E-05,2.423667643,9.257728458,P25
Haemophilus.sp..oral.taxon.036,0.003047084,0.000728939,0.000943843,1.307326603,4.993619787,P25
bacterium,0.762061265,0.001743988,0.000338435,2.817325842,10.76139202,P25
Actinomyces.sp..Chiba101,0.463417094,0.000847211,0.000407336,1.858356978,7.098400777,P25
Treponema.putidum,0.249849724,0.000226484,0.000319731,4.708456557,17.98497925,P25
Actinomyces.weissii,0.90513,0.034836665,0.002850372,3.496741847,13.35656999,P25
Actinomyces.procaprae,0.413653455,0.000640178,0.000518843,3.489719401,13.32974622,P25
Treponema.parvum,0.650418312,0.000296785,0.000142566,5.82946377,22.26691139,P25
Neisseria.lactamica,0.207935889,2.30E-12,0.001836491,4.260463988,16.27377369,P25
Prevotella.fusca,0.062490966,0.00054954,0.000484586,1.743115989,6.658212625,P25
Treponema.pedis,0.612303222,1.46E-05,8.27E-06,6.004457251,22.93533725,P25
Anaerolineaceae.bacterium.oral.taxon.439,0.160555585,0.000584341,0.000400558,4.580585288,17.49654698,P25
Mycoplasma.salivarium,0.601825462,0.000804593,0.000233307,6.000780974,22.9212949,P25
Abiotrophia.defectiva,0.20021359,1.39E-05,1.96E-05,0.17950685,0.685665661,P25
TM7.phylum.sp..oral.taxon.349,0.637232756,0.001162391,0.000775875,4.357394683,16.64402167,P25
Kingella.oralis,0.198627451,0.000187199,0.000252963,1.331593955,5.086314242,P25
Actinomyces.israelii,0.481778298,0.00047695,0.000314505,4.113225404,15.71136372,P25
Enterococcus.cecorum,0.022286822,0.000633199,0.00088272,1.401847247,5.354662051,P25
Fusobacterium.hwasookii,0.78565069,2.26E-05,8.72E-06,4.955716106,18.92944116,P25
X.Eubacterium..minutum,0.723171889,1.57E-05,1.57E-05,3.979772752,15.20161214,P25
Leptotrichia.trevisanii,0.133477861,0.000930122,0.000949343,1.466057528,5.599927259,P25
Prevotella.multiformis,0.10164685,0.001112829,0.000974906,1.585913208,6.057742234,P25
Cutibacterium.acnes,0.199183242,0.000197887,0.000251731,1.289036279,4.923755894,P25
Leptotrichia.sp..oral.taxon.218,0.636668613,0.004399416,0.001649056,2.628876488,10.04156851,P25
Actinomyces.sp..432,0.659943665,0.000348596,0.000176064,3.356315934,12.82018251,P25
Fusobacterium.necrophorum,0.207935899,1.42E-14,1.26E-05,3.593517642,13.7262263,P25
Peptostreptococcus.anaerobius,0.207935897,2.84E-14,2.94E-05,3.593517645,13.72622631,P25
Actinomyces.qiguomingii,0.657643144,0.000246586,0.000125889,3.353309425,12.8086985,P25
Prevotella.dentalis,0.207495603,0.000134085,0.000151847,1.174777742,4.487320433,P25
Lactococcus.lactis,0.223250518,0.000926239,0.000811615,1.202613866,4.593646594,P25
Leptotrichia.sp..oral.taxon.221,0.082427727,0.004547477,0.004242077,1.486539114,5.678161154,P25
Clostridioides.difficile,0.202237693,0.000173523,0.000231054,1.470879312,5.618345118,P25
Streptococcus.pseudoporcinus,0.207935895,1.61E-14,8.07E-06,3.593517645,13.72622631,P25
Enterococcus.faecalis,0.010728534,0.000797682,0.001120547,1.391289287,5.314333616,P25
Schaalia.sp..ZJ405,0.200213559,7.23E-05,0.00010152,1.391289286,5.31433361,P25
Porphyromonas.endodontalis,0.20793609,-1.35E-14,6.51E-06,3.593507446,13.72618735,P25
Bifidobacterium.dentium,0.521547381,0.001911423,0.00231607,4.251366239,16.23902284,P25
Abiotrophia.para.adiacens,0.045219521,0.000231685,0.000289709,1.587537724,6.063947428,P25
Corynebacterium.diphtheriae,0.458397039,0.001162799,0.000967396,1.611403616,6.155108419,P25
Actinomyces.wuliandei,0.657434126,0.000346481,0.000166707,3.276896844,12.51682394,P25
Treponema.phagedenis,0.34610113,4.11E-11,8.92E-06,3.593514342,13.7262137,P25
Desulfobulbus.oralis,0.476910711,-7.16E-13,0.000225751,4.013321833,15.32976019,P25
Corynebacterium.aquilae,0.200213568,0.000285433,0.000400964,1.391289295,5.314333644,P25
Actinomyces.marmotae,0.175525469,-4.47E-13,0.000185241,4.2074913,16.07143292,P25
Peptacetobacter.hiranonis,0.207935922,-1.35E-14,1.82E-05,3.593517967,13.72622754,P25
Slackia.heliotrinireducens,0.207935896,1.27E-14,9.29E-06,3.593517635,13.72622627,P25
Fusobacterium.sp..oral.taxon.203,0.676857944,6.55E-05,2.77E-05,5.629889234,21.50459282,P25
Campylobacter.curvus,0.366878413,1.79E-05,1.81E-05,0.068959863,0.263407272,P25
Fusobacterium.canifelinum,0.67148816,9.10E-05,3.94E-05,5.672654366,21.66794359,P25
Leptotrichia.hongkongensis,0.613107422,0.000770833,0.000423144,4.99390728,19.0753207,P25
uncultured.phage,0.089306471,0.00107752,0.0008184,1.637521989,6.254873255,P25
Pseudoleptotrichia.goodfellowii,0.112109458,0.000488993,0.000441427,1.199502151,4.581760719,P25
Lactococcus.cremoris,0.220142544,0.000447762,0.000406129,1.171543451,4.474966349,P25
Actinomyces.gaoshouyii,0.535748841,-7.26E-14,1.23E-05,3.593517655,13.72622635,P25
Haemophilus.pittmaniae,0.200213586,9.36E-05,0.000131501,0.179507132,0.685666735,P25
Rothia.nasimurium,0.207935891,4.94E-13,0.000417887,4.260463992,16.2737737,P25
Actinomyces.succiniciruminis,0.345910796,-1.30E-10,3.13E-05,3.593519255,13.72623246,P25
Carnobacterium.divergens,0.200213594,0.000441368,0.000620014,1.391289324,5.314333757,P25
Faecalibacterium.prausnitzii,0.26477151,0.000597201,0.000669777,4.500727306,17.19151196,P25
Microviridae.sp.,0.005491656,0.000245408,0.000344737,1.391289286,5.314333613,P25
Streptococcus.porcinus,0.530401014,1.01E-05,7.29E-06,6.183964911,23.62100601,P25
Simonsiella.muelleri,0.200213564,0.000225706,0.000317062,1.391289285,5.314333608,P25
X.Haemophilus..ducreyi,0.535748843,1.60E-14,6.93E-06,3.593517643,13.72622631,P25
Rothia.kristinae,0.207936004,-6.16E-13,0.000328879,4.260462446,16.2737678,P25
Mobiluncus.curtisii,0.207935892,3.41E-14,1.50E-05,3.593517647,13.72622632,P25
Gemella.sp..oral.taxon.928,0.346098176,8.73E-14,1.19E-05,3.593517081,13.72622416,P25
Capnocytophaga.haemolytica,0.178582396,0.000491601,0.000300197,2.168474263,8.282961551,P25
Candidatus.Gracilibacteria.bacterium.HOT.871,0.207935903,2.06E-14,4.46E-06,3.593517644,13.72622631,P25
Leptotrichia.hofstadii,0.645834915,0.000410827,0.000573083,4.05022613,15.47072422,P25
Haemophilus.parainfluenzae,0.010726191,0.846142671,1.023619421,1.215284227,4.642043807,P26
Actinomyces.naeslundii,0.077294324,0.209458198,0.176257284,0.66972488,2.558160604,P26
Actinomyces.pacaensis,0.0435162,0.035312447,0.037602657,0.942760597,3.60108022,P26
Actinomyces.sp..oral.taxon.414,0.21577724,0.107384671,0.12529913,0.330541897,1.262577043,P26
Schaalia.meyeri,0.056314984,0.023616026,0.025150287,0.87539363,3.34375736,P26
Schaalia.odontolytica,0.037274764,0.68341966,0.736722878,0.951356798,3.633915289,P26
Rothia.dentocariosa,0.064375119,0.040102714,0.024139513,1.330023358,5.080315005,P26
Rothia.mucilaginosa,0.149387719,4.315282356,4.481071687,0.659920902,2.520712167,P26
Gemella.morbillorum,0.124282186,0.132150087,0.106524936,0.789810684,3.016854589,P26
Streptococcus.cristatus,0.010785131,0.072549539,0.058182311,1.394009644,5.324724614,P26
Streptococcus.gordonii,0.01984678,0.036036733,0.03678634,1.025597235,3.917492868,P26
Streptococcus.mitis,0.001637999,0.634351193,0.606242595,0.861799585,3.291831934,P26
Streptococcus.oralis,0.006379268,0.436396686,0.409916211,1.08982436,4.162822416,P26
Streptococcus.salivarius,0.145007278,1.04012726,0.947939306,0.663837193,2.535671295,P26
Veillonella.nakazawae,0.022023342,0.041523192,0.050577968,1.257173393,4.802048637,P26
Veillonella.atypica,0.026176518,0.263832256,0.290713574,0.995212337,3.801431109,P26
Veillonella.parvula,0.016231883,0.108729096,0.139888603,1.367496562,5.223452098,P26
Myoviridae.sp.,0.009568059,0.071257053,0.07604069,1.145126814,4.374062228,P26
Siphoviridae.sp.,0.025114828,0.217892215,0.216464391,1.013735875,3.872185813,P26
Prevotella.melaninogenica,0.020837006,0.730833573,0.953753075,1.290994144,4.931234389,P26
Gemella.haemolysans,0.000381765,0.143291196,0.141405239,0.550781505,2.103830378,P26
Streptococcus.pneumoniae,0.002869641,0.102967711,0.098016651,0.795578163,3.038884734,P26
Streptococcus.thermophilus,0.392481243,0.010865422,0.005162065,1.266250479,4.836720548,P26
Podoviridae.sp.,0.018873513,0.032109064,0.0358871,1.191769103,4.552222652,P26
Streptococcus.sp..oral.taxon.061,0.034667689,0.972229539,1.0447774,1.035428232,3.955044511,P26
Campylobacter.concisus,0.207142156,0.194761188,0.227637609,0.370322148,1.414526408,P26
Gemella.sanguinis,0.041383734,0.163255812,0.170554099,1.02778044,3.9258321,P26
Streptococcus.sp..LPB0220,0.128987561,0.324495836,0.335087111,0.645859588,2.467001901,P26
Streptococcus.sp..oral.taxon.431,0.090589603,0.610503795,0.587705711,0.799640932,3.054403369,P26
Lachnoanaerobaculum.umeaense,0.105772743,0.016195014,0.015997999,0.776532799,2.966136801,P26
Veillonella.dispar,0.03532309,0.092308175,0.114302478,1.280843691,4.892462515,P26
Bacteriophage.sp.,0.013659403,0.015187554,0.01720307,1.168550008,4.463532239,P26
Streptococcus.anginosus,0.006804968,0.088150469,0.070468809,0.841335189,3.213663698,P26
Streptococcus.gwangjuense,0.003273532,0.054256785,0.05513786,1.087555183,4.1541548,P26
Streptococcus.parasanguinis,0.168132485,0.152651713,0.157542445,0.547349353,2.090720524,P26
Streptococcus.sanguinis,0.097980861,0.064381455,0.020918233,2.30945024,8.821450116,P26
Streptococcus.pseudopneumoniae,0.000765172,0.039180992,0.038136604,0.715642567,2.73355325,P26
Actinomyces.oris,0.035003226,0.126671647,0.098556724,1.114036734,4.255306872,P26
Rothia.aeria,0.002962497,0.142225459,0.089566746,1.569116956,5.993585275,P26
Streptococcus.australis,0.017128173,0.398248322,0.393204105,1.043225374,3.984827402,P26
Lancefieldella.parvula,0.021686143,0.048848147,0.052595584,1.05532912,4.031060303,P26
Streptococcus.intermedius,0.047750534,0.016927474,0.016177368,0.989899544,3.781137735,P26
Streptococcus.sp..116.D4,0.02750331,0.024630697,0.024924363,0.930106679,3.552745813,P26
Streptococcus.sp..I.P16,0.015072463,0.201379693,0.217993499,1.150199441,4.393438237,P26
Capnocytophaga.gingivalis,0.119815357,0.020919159,0.021724582,0.66674037,2.546760615,P26
Fusobacterium.nucleatum,0.046430144,0.032581226,0.029598841,0.791585087,3.023632308,P26
Streptococcus.koreensis,0.01240164,0.17221557,0.188812722,1.182861555,4.518198324,P26
Streptococcus.sp..A12,0.019283486,0.080828186,0.080696601,1.084460422,4.14233368,P26
Mogibacterium.diversum,0.015684294,0.021079504,0.023101506,1.085458603,4.146146453,P26
Lautropia.mirabilis,0.028366898,0.02617842,0.024409547,0.702629869,2.683848405,P26
Pauljensenia.hongkongensis,0.01398614,0.008762967,0.009251957,1.083918768,4.140264716,P26
Actinomyces.sp..oral.taxon.169,0.035193336,0.029749478,0.019792798,1.029225282,3.931350987,P26
Streptococcus.sp..I.G2,0.010396803,0.148745555,0.163813208,1.184522644,4.524543215,P26
Streptococcus.lactarius,0.120348671,0.106274836,0.109281517,0.666869414,2.547253529,P26
X.Eubacterium..sulci,0.012946393,0.073972559,0.087244825,1.171859222,4.476172507,P26
Prevotella.nigrescens,0.034581435,0.057844776,0.069381406,1.190600184,4.547757708,P26
Streptococcus.sp..NPS.308,0.010685714,0.023401312,0.023682749,1.09750463,4.192158885,P26
Capnocytophaga.sputigena,0.025014933,0.015194149,0.015207713,0.976593009,3.730310513,P26
Streptococcus.sp..ZB199,0.156422549,0.020073317,0.020756162,0.582857846,2.226352976,P26
Streptococcus.vestibularis,0.023693873,0.013202947,0.013880984,1.170620937,4.471442605,P26
Actinomyces.sp..oral.taxon.171,0.007710843,0.031942752,0.024270998,1.084347595,4.141902713,P26
Neisseria.subflava,0.040498714,0.616535511,0.70328758,1.055981274,4.03355135,P26
Parvimonas.micra,0.180338509,0.086013295,0.088095539,0.421046265,1.608278263,P26
Actinomyces.viscosus,0.007969998,0.007893553,0.005744193,1.305022866,4.984820159,P26
Prevotella.intermedia,0.035021704,0.023111572,0.027926106,1.231649601,4.704554931,P26
Streptococcus.sp..VT.162,0.001960002,0.030909723,0.029082206,1.134124861,4.332037866,P26
Tannerella.sp..oral.taxon.HOT.286,0.024889394,0.010585777,0.010273095,1.094424115,4.180392187,P26
Neisseria.mucosa,0.031035516,0.363656043,0.389653053,1.092430119,4.172775683,P26
Porphyromonas.sp..oral.taxon.275,0.04388796,0.056061461,0.064773277,1.19593724,4.568143759,P26
Campylobacter.showae,0.048296256,0.011992857,0.012001949,0.64179221,2.451465663,P26
Streptococcus.sp..1643,0.038850672,0.029729068,0.028918688,0.903355932,3.450565486,P26
Prevotella.jejuni,0.004043278,0.239435925,0.324334915,1.350291362,5.157733075,P26
Selenomonas.sputigena,0.671010551,0.049018159,0.023868397,0.274340699,1.047904279,P26
Streptococcus.suis,0.052756271,0.003954836,0.003826726,0.850374654,3.248191913,P26
Neisseria.elongata,0.020028581,0.08624176,0.077586844,1.14119513,4.359044303,P26
Prevotella.oris,0.049831256,0.015137152,0.017122037,1.020171719,3.896768924,P26
Neisseria.sicca,0.014488257,0.472232997,0.389096571,1.109805438,4.23914451,P26
Arachnia.propionica,0.015633172,0.008817018,0.006810874,0.860840894,3.288170003,P26
Lachnospiraceae.bacterium.oral.taxon.096,0.241270759,0.124491562,0.117480866,0.512718502,1.958440416,P26
Cardiobacterium.hominis,0.00476657,0.008304585,0.006698658,0.891858858,3.4066499,P26
Streptococcus.mutans,0.092449316,0.028374918,0.033102714,1.390216122,5.310234427,P26
Olsenella.sp..oral.taxon.807,0.253458704,0.017656487,0.012258235,0.777893314,2.971333586,P26
Streptococcus.equinus,0.068312583,0.022693852,0.020949775,0.840300073,3.209709847,P26
Candidatus.Saccharibacteria.bacterium.oral.taxon.488,0.14920657,0.014371562,0.014940692,0.622260808,2.376861202,P26
Mogibacterium.pumilum,0.076286732,0.003943344,0.004037883,0.852729387,3.257186329,P26
Streptococcus.sp..FDAARGOS_192,0.086752606,0.133640019,0.122409103,0.756617121,2.890064517,P26
Treponema.sp..OMZ.804,0.237535972,0.009099972,0.006478819,0.857528616,3.275518036,P26
Neisseria.flavescens,0.043733281,0.157222722,0.18079877,1.071869003,4.094238006,P26
Actinomyces.sp..oral.taxon.897,0.058604575,0.004236791,0.00332097,1.304773723,4.983868504,P26
Granulicatella.adiacens,0.032388674,0.008480961,0.008974567,0.957158113,3.656074679,P26
Streptococcus.constellatus,0.323488335,0.033654393,0.01861487,0.664896393,2.539717144,P26
Treponema.socranskii,0.221379149,0.003917013,0.003252309,0.584080772,2.23102421,P26
Haemophilus.influenzae,0.015838241,0.019145095,0.023259167,1.233446377,4.711418109,P26
Campylobacter.rectus,0.374670174,0.003288066,0.001580884,0.986080081,3.766548461,P26
Inoviridae.sp.,0.04665831,0.007010731,0.007765923,1.050876932,4.014054199,P26
Streptococcus.sp..oral.taxon.064,0.004442524,0.076868635,0.072912175,1.109434237,4.237726628,P26
Haemophilus.parahaemolyticus,0.002873827,0.025253994,0.031356046,1.261848433,4.819905973,P26
Aggregatibacter.aphrophilus,0.002843557,0.01376442,0.016929416,1.324829468,5.060475808,P26
Fusobacterium.pseudoperiodonticum,0.015937088,0.035788243,0.042889612,1.327930348,5.072320293,P26
