pathway	species	sum	ownership_new	Superclass1	Superclass2
PWY0-1319: CDP-diacylglycerol biosynthesis II	Bacteroides_heparinolyticus	1.0686e-05	cluster1	Biosynthesis	Fatty Acid and Lipid Biosynthesis
PWY0-1319: CDP-diacylglycerol biosynthesis II	Streptococcus_parasanguinis	0.003366841	cluster1	Biosynthesis	Fatty Acid and Lipid Biosynthesis
PWY0-1319: CDP-diacylglycerol biosynthesis II	Neisseria_elongata	2.288e-05	cluster1	Biosynthesis	Fatty Acid and Lipid Biosynthesis
PWY0-1319: CDP-diacylglycerol biosynthesis II	Neisseria_mucosa	0.000844401	cluster1	Biosynthesis	Fatty Acid and Lipid Biosynthesis
PWY0-1319: CDP-diacylglycerol biosynthesis II	Prevotella_multiformis	9.057e-06	cluster1	Biosynthesis	Fatty Acid and Lipid Biosynthesis
PWY0-1319: CDP-diacylglycerol biosynthesis II	Streptococcus_pneumoniae	0.002690512	cluster2	Biosynthesis	Fatty Acid and Lipid Biosynthesis
PWY0-1319: CDP-diacylglycerol biosynthesis II	Porphyromonas_endodontalis	0.000649647	cluster1	Biosynthesis	Fatty Acid and Lipid Biosynthesis
PWY0-1319: CDP-diacylglycerol biosynthesis II	Streptococcus_australis	0.000627465	mix	Biosynthesis	Fatty Acid and Lipid Biosynthesis
PWY0-1319: CDP-diacylglycerol biosynthesis II	Haemophilus_influenzae	0.000269056	mix	Biosynthesis	Fatty Acid and Lipid Biosynthesis
PWY0-1319: CDP-diacylglycerol biosynthesis II	Streptococcus_pseudopneumoniae	0.001881157	cluster2	Biosynthesis	Fatty Acid and Lipid Biosynthesis
PWY0-1415: superpathway of heme b biosynthesis from uroporphyrinogen-III	Haemophilus_haemolyticus	3.1854e-05	mix	Biosynthesis	"Cofactor, Carrier, and Vitamin Biosynthesis"
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)	Streptococcus_pneumoniae	0.0100186	cluster2	Biosynthesis	Cell Structure Biosynthesis
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)	Streptococcus_agalactiae	0.000777327	cluster2	Biosynthesis	Cell Structure Biosynthesis
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)	Prevotella_dentalis	2.33e-06	mix	Biosynthesis	Cell Structure Biosynthesis
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)	Neisseria_meningitidis	0.0027162722	cluster1	Biosynthesis	Cell Structure Biosynthesis
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)	Neisseria_mucosa	0.005726892	cluster1	Biosynthesis	Cell Structure Biosynthesis
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)	Streptococcus_parasanguinis	0.002666483	cluster1	Biosynthesis	Cell Structure Biosynthesis
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)	Streptococcus_mitis	0.016631981	cluster2	Biosynthesis	Cell Structure Biosynthesis
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)	Neisseria_elongata	0.000644624	cluster1	Biosynthesis	Cell Structure Biosynthesis
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)	Streptococcus_pseudopneumoniae	0.001580471	cluster2	Biosynthesis	Cell Structure Biosynthesis
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)	Prevotella_oris	6.0872e-05	cluster1	Biosynthesis	Cell Structure Biosynthesis
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)	Haemophilus_parahaemolyticus	0.000601529	cluster2	Biosynthesis	Cell Structure Biosynthesis
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)	Streptococcus_australis	0.002366925	mix	Biosynthesis	Cell Structure Biosynthesis
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)	Haemophilus_influenzae	0.0005161641	mix	Biosynthesis	Cell Structure Biosynthesis
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)	Haemophilus_haemolyticus	0.0014549929	mix	Biosynthesis	Cell Structure Biosynthesis
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)	Peptostreptococcus_anaerobius	6.17e-07	cluster1	Biosynthesis	Cell Structure Biosynthesis
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)	Prevotella_veroralis	3.0591e-05	cluster1	Biosynthesis	Cell Structure Biosynthesis
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)	Cardiobacterium_hominis	7.1974e-05	mix	Biosynthesis	Cell Structure Biosynthesis
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)	Streptococcus_oralis	0.007292024	mix	Biosynthesis	Cell Structure Biosynthesis
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)	Veillonella_atypica	0.001001214	cluster1	Biosynthesis	Cell Structure Biosynthesis
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)	Streptococcus_oralis	0.00087781	mix	Biosynthesis	"Cofactor, Carrier, and Vitamin Biosynthesis"
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)	Prevotella_denticola	6.23e-06	cluster1	Biosynthesis	"Cofactor, Carrier, and Vitamin Biosynthesis"
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)	Prevotella_multiformis	9.41e-06	cluster1	Biosynthesis	"Cofactor, Carrier, and Vitamin Biosynthesis"
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)	Haemophilus_parahaemolyticus	0.000233567	cluster2	Biosynthesis	"Cofactor, Carrier, and Vitamin Biosynthesis"
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)	Porphyromonas_endodontalis	0.000800655	cluster1	Biosynthesis	"Cofactor, Carrier, and Vitamin Biosynthesis"
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)	Streptococcus_pseudopneumoniae	0.000432528	cluster2	Biosynthesis	"Cofactor, Carrier, and Vitamin Biosynthesis"
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)	Gemella_haemolysans	0.001036205	cluster2	Biosynthesis	"Cofactor, Carrier, and Vitamin Biosynthesis"
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)	Streptococcus_mitis	0.000596073	cluster2	Biosynthesis	"Cofactor, Carrier, and Vitamin Biosynthesis"
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)	Neisseria_elongata	0.000179424	cluster1	Biosynthesis	"Cofactor, Carrier, and Vitamin Biosynthesis"
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)	Haemophilus_influenzae	0.000266882	mix	Biosynthesis	"Cofactor, Carrier, and Vitamin Biosynthesis"
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)	Streptococcus_agalactiae	0.00023006	cluster2	Biosynthesis	"Cofactor, Carrier, and Vitamin Biosynthesis"
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)	Neisseria_meningitidis	6.327e-06	cluster1	Biosynthesis	"Cofactor, Carrier, and Vitamin Biosynthesis"
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)	Prevotella_jejuni	8.7893e-05	cluster1	Biosynthesis	"Cofactor, Carrier, and Vitamin Biosynthesis"
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)	Streptococcus_pneumoniae	0.000988475	cluster2	Biosynthesis	"Cofactor, Carrier, and Vitamin Biosynthesis"
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)	Prevotella_scopos	6.29e-06	cluster1	Biosynthesis	"Cofactor, Carrier, and Vitamin Biosynthesis"
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)	Porphyromonas_gingivalis	1.5933e-05	cluster1	Biosynthesis	"Cofactor, Carrier, and Vitamin Biosynthesis"
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)	Veillonella_atypica	0.000662312	cluster1	Biosynthesis	"Cofactor, Carrier, and Vitamin Biosynthesis"
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)	Prevotella_veroralis	1.1862e-05	cluster1	Biosynthesis	"Cofactor, Carrier, and Vitamin Biosynthesis"
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)	Prevotella_dentalis	1.81e-06	mix	Biosynthesis	"Cofactor, Carrier, and Vitamin Biosynthesis"
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)	Prevotella_oris	4.343e-05	cluster1	Biosynthesis	"Cofactor, Carrier, and Vitamin Biosynthesis"
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)	Haemophilus_haemolyticus	0.000121222	mix	Biosynthesis	"Cofactor, Carrier, and Vitamin Biosynthesis"
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)	Neisseria_mucosa	0.000479521	cluster1	Biosynthesis	"Cofactor, Carrier, and Vitamin Biosynthesis"
SO4ASSIM-PWY: assimilatory sulfate reduction I	Neisseria_mucosa	0.001691785	cluster1	Degradation/Utilization/Assimilation	Inorganic Nutrient Metabolism
SO4ASSIM-PWY: assimilatory sulfate reduction I	Neisseria_elongata	0.00027511	cluster1	Degradation/Utilization/Assimilation	Inorganic Nutrient Metabolism
UDPNACETYLGALSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis II	Streptococcus_pneumoniae	0.005118168	cluster2	Biosynthesis	Carbohydrate Biosynthesis
VALSYN-PWY: L-valine biosynthesis	Cardiobacterium_hominis	2.6504e-05	mix	Biosynthesis	Amino Acid Biosynthesis
VALSYN-PWY: L-valine biosynthesis	Neisseria_mucosa	0.001026362	cluster1	Biosynthesis	Amino Acid Biosynthesis
VALSYN-PWY: L-valine biosynthesis	Neisseria_elongata	0.0002037831	cluster1	Biosynthesis	Amino Acid Biosynthesis
VALSYN-PWY: L-valine biosynthesis	Streptococcus_mitis	0.010244306	cluster2	Biosynthesis	Amino Acid Biosynthesis
VALSYN-PWY: L-valine biosynthesis	Prevotella_histicola	0.000245187	cluster1	Biosynthesis	Amino Acid Biosynthesis
VALSYN-PWY: L-valine biosynthesis	Actinomyces_sp_oral_taxon_897	1.0793e-05	cluster1	Biosynthesis	Amino Acid Biosynthesis
VALSYN-PWY: L-valine biosynthesis	Streptococcus_pseudopneumoniae	0.002915957	cluster2	Biosynthesis	Amino Acid Biosynthesis
VALSYN-PWY: L-valine biosynthesis	Prevotella_oris	9.4398e-05	cluster1	Biosynthesis	Amino Acid Biosynthesis
VALSYN-PWY: L-valine biosynthesis	Haemophilus_influenzae	0.0005558176	mix	Biosynthesis	Amino Acid Biosynthesis
VALSYN-PWY: L-valine biosynthesis	Haemophilus_haemolyticus	0.0002462716	mix	Biosynthesis	Amino Acid Biosynthesis
VALSYN-PWY: L-valine biosynthesis	Streptococcus_pneumoniae	0.012961808	cluster2	Biosynthesis	Amino Acid Biosynthesis
VALSYN-PWY: L-valine biosynthesis	Veillonella_atypica	0.001387392	cluster1	Biosynthesis	Amino Acid Biosynthesis
VALSYN-PWY: L-valine biosynthesis	Streptococcus_australis	0.001051504	mix	Biosynthesis	Amino Acid Biosynthesis
VALSYN-PWY: L-valine biosynthesis	Neisseria_meningitidis	5.45e-07	cluster1	Biosynthesis	Amino Acid Biosynthesis
VALSYN-PWY: L-valine biosynthesis	Bacteroides_heparinolyticus	1.2971e-05	cluster1	Biosynthesis	Amino Acid Biosynthesis
VALSYN-PWY: L-valine biosynthesis	Streptococcus_oralis	0.002901549	mix	Biosynthesis	Amino Acid Biosynthesis
VALSYN-PWY: L-valine biosynthesis	Prevotella_dentalis	1.82e-06	mix	Biosynthesis	Amino Acid Biosynthesis
VALSYN-PWY: L-valine biosynthesis	Corynebacterium_matruchotii	2.991e-06	cluster1	Biosynthesis	Amino Acid Biosynthesis
VALSYN-PWY: L-valine biosynthesis	Haemophilus_parahaemolyticus	0.0002952215	cluster2	Biosynthesis	Amino Acid Biosynthesis
VALSYN-PWY: L-valine biosynthesis	Streptococcus_parasanguinis	0.003738011	cluster1	Biosynthesis	Amino Acid Biosynthesis
